_id,Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
7861,2025,Chevrolet,Corvette,Two-seater,6.2,8,AS8,Z,15.0,9.4,12.5,23,294,4,4
7862,2025,Chevrolet,Corvette E-Ray,Two-seater,6.2,8,AS8,Z,15.2,9.7,12.7,22,298,4,2
7863,2025,Chevrolet,Corvette Z06,Two-seater,5.5,8,AS8,Z,20.0,11.7,16.3,17,382,2,2
7864,2025,Chevrolet,Corvette Z06 Carbon Aero,Two-seater,5.5,8,AS8,Z,20.0,12.6,16.7,17,392,2,2
7865,2025,Chevrolet,Equinox,Sport utility vehicle: Small,1.5,4,AV,X,9.2,8.3,8.8,32,206,5,6
7866,2025,Chevrolet,Equinox AWD,Sport utility vehicle: Small,1.5,4,A8,X,10.0,8.2,9.2,31,216,5,6
7867,2025,Chevrolet,Malibu,Mid-size,1.5,4,AV,X,8.5,6.8,7.7,37,180,6,6
7868,2025,Chevrolet,Silverado,Pickup truck: Standard,2.7,4,A8,X,13.4,11.2,12.5,23,292,4,6
7869,2025,Chevrolet,Silverado,Pickup truck: Standard,3.0,6,A10,D,10.0,8.3,9.3,30,249,5,4
7870,2025,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A10,X,14.8,11.2,13.2,21,309,4,6
7871,2025,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A8,X,13.7,12.0,12.9,22,303,4,6
7872,2025,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,X,14.7,13.8,14.3,20,335,3,6
7873,2025,Chevrolet,Silverado 4WD,Pickup truck: Standard,3.0,6,A10,D,10.7,9.3,10.1,28,270,4,4
7874,2025,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,3.0,6,A10,D,10.6,9.0,9.9,29,266,4,4
7875,2025,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,3.0,6,A10,D,11.1,10.0,10.6,27,285,4,4
7876,2025,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A10,X,15.2,12.4,13.9,20,326,3,6
7877,2025,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A10,X,15.2,12.2,13.9,20,326,3,4
7878,2025,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A10,E,21.3,16.6,19.2,15,318,3,4
7879,2025,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,X,15.6,13.1,14.5,19,339,3,6
7880,2025,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.8,12.0,14.1,20,331,3,5
7881,2025,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,Z,17.1,14.0,15.7,18,368,2,5
7882,2025,Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,3.0,6,A10,D,11.7,10.3,11.1,25,298,4,4
7883,2025,Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,6.2,8,A10,Z,17.1,14.1,15.7,18,370,2,5
7884,2025,Chevrolet,Suburban,Sport utility vehicle: Standard,5.3,8,A10,X,15.7,12.0,14.0,20,329,3,6
7885,2025,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.5,9.7,10.7,26,287,4,4
7886,2025,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,17.1,12.6,15.1,19,353,3,6
7887,2025,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13.0,15.0,19,352,3,5
7888,2025,Chevrolet,Tahoe,Sport utility vehicle: Standard,5.3,8,A10,X,15.7,12.0,14.0,20,329,3,6
7889,2025,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.5,9.7,10.7,26,287,4,4
7890,2025,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,15.9,12.5,14.4,20,337,3,6
7891,2025,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13.0,15.0,19,352,3,5
7892,2025,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.2,3,AV,X,7.8,7.7,7.8,36,183,6,6
7893,2025,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.2,3,AV,E,10.7,10.2,10.5,27,175,6,6
7894,2025,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.3,3,AV,X,8.1,7.2,7.7,37,181,6,6
7895,2025,Chevrolet,Trailblazer AWD,Sport utility vehicle: Small,1.3,3,A9,X,9.1,8.1,8.7,32,204,5,6
7896,2025,Chevrolet,Traverse AWD,Sport utility vehicle: Standard,2.5,4,A8,X,12.3,9.9,11.2,25,262,4,5
7897,2025,Chevrolet,Trax,Station wagon: Small,1.2,3,A6,X,8.5,7.6,8.1,35,190,6,6
7898,2025,Chrysler,Grand Caravan,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249,5,6
7899,2025,Chrysler,Pacifica,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249,5,6
7900,2025,Chrysler,Pacifica AWD,Minivan,3.6,6,A9,X,14.1,9.4,12.0,24,279,4,6
7901,2025,Dodge,Durango AWD,Sport utility vehicle: Standard,3.6,6,A8,X,13.5,10.0,11.9,24,280,4,6
7902,2025,Dodge,Durango AWD,Sport utility vehicle: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331,3,4
7903,2025,Dodge,Durango AWD SRT Hellcat,Sport utility vehicle: Standard,6.2,8,A8,Z,20.5,13.8,17.4,16,410,1,1
7904,2025,Dodge,Hornet AWD,Sport utility vehicle: Small,2.0,4,A9,X,11.3,8.1,9.9,29,231,5,6
7905,2025,Ferrari,12Cilindri,Two-seater,6.5,12,AM8,Z,19.6,12.7,16.5,17,385,2,5
7906,2025,Ferrari,12Cilindri Spider,Two-seater,6.5,12,AM8,Z,19.6,13.5,16.8,17,393,2,5
7907,2025,Ferrari,Daytona SP3,Two-seater,6.5,12,AM7,Z,19.9,14.8,17.6,16,410,1,2
7908,2025,Ferrari,Purosangue,Sport utility vehicle: Standard,6.5,12,AM8,Z,22.0,15.3,19.0,15,442,1,5
7909,2025,Ferrari,Roma Spider,Minicompact,3.9,8,AM8,Z,13.9,10.5,12.4,23,290,4,5
7910,2025,Ford,Bronco 4WD,Sport utility vehicle: Small,2.3,4,AS10,X,12.9,10.9,12.0,24,289,4,6
7911,2025,Ford,Bronco 4WD,Sport utility vehicle: Small,2.3,4,M7,X,12.9,11.0,12.1,23,291,4,6
7912,2025,Ford,Bronco 4WD,Sport utility vehicle: Small,2.7,6,AS10,X,13.7,13.1,13.4,21,314,4,5
7913,2025,Ford,Bronco 4WD (With Sport Mode),Sport utility vehicle: Small,2.7,6,AS10,X,13.8,12.7,13.3,21,313,4,5
7914,2025,Ford,Bronco Badlands 4WD,Sport utility vehicle: Small,2.3,4,AS10,X,14.0,12.5,13.3,21,321,3,6
7915,2025,Ford,Bronco Badlands 4WD,Sport utility vehicle: Small,2.3,4,M7,X,13.9,12.9,13.5,21,326,3,6
7916,2025,Ford,Bronco Outer Banks 4WD,Sport utility vehicle: Standard,2.7,6,AS10,X,12.5,11.4,12.0,24,282,4,5
7917,2025,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.3,4,AS10,X,13.8,12.4,13.2,21,310,4,6
7918,2025,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.3,4,M7,X,13.8,12.4,13.2,21,310,4,6
7919,2025,Ford,Bronco Sport 4WD,Sport utility vehicle: Small,1.5,3,A8,X,9.3,7.9,8.7,32,203,5,6
7920,2025,Ford,Bronco Sport 4WD,Sport utility vehicle: Small,2.0,4,AS8,X,11.2,8.7,10.1,28,237,5,6
7921,2025,Ford,Bronco Sport Sasquatch,Sport utility vehicle: Small,1.5,3,A8,X,10.2,9.0,9.7,29,228,5,6
7922,2025,Ford,Escape,Sport utility vehicle: Small,1.5,3,A8,X,8.9,6.9,8.0,35,185,6,6
7923,2025,Ford,Escape AWD,Sport utility vehicle: Small,1.5,3,A8,X,9.2,7.4,8.4,34,196,6,6
7924,2025,Ford,Escape AWD,Sport utility vehicle: Small,2.0,4,A8,X,10.2,7.6,9.1,31,213,5,6
7925,2025,Ford,Escape Hybrid,Sport utility vehicle: Small,2.5,4,AV,X,5.6,6.5,6.0,47,140,7,7
7926,2025,Ford,Escape Hybrid AWD,Sport utility vehicle: Small,2.5,4,AV,X,5.6,6.5,6.0,47,140,7,7
7927,2025,Ford,Expedition 4WD,Sport utility vehicle: Standard,3.5,6,AS10,X,15.4,10.7,13.3,21,312,4,6
7928,2025,Ford,Explorer AWD,Sport utility vehicle: Standard,2.3,4,A10,X,11.9,8.7,10.4,27,245,5,6
7929,2025,Ford,Explorer AWD,Sport utility vehicle: Standard,3.0,6,A10,X,13.0,9.3,11.3,25,266,4,5
7930,2025,Ford,Explorer AWD,Sport utility vehicle: Standard,3.0,6,AS10,X,13.3,9.6,11.6,24,273,4,5
7931,2025,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12.8,9.5,11.3,25,265,4,6
7932,2025,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,14.2,9.7,12.2,23,286,4,6
7933,2025,Ford,F-150,Pickup truck: Standard,5.0,8,AS10,X,14.5,10.2,12.6,22,295,4,5
7934,2025,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,13.1,10.2,11.8,24,277,4,6
7935,2025,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.5,9.8,12.4,23,291,4,6
7936,2025,Ford,F-150 4X4,Pickup truck: Standard,5.0,8,AS10,X,14.8,10.3,12.8,22,300,4,5
7937,2025,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,X,11.2,10.0,10.7,26,250,5,6
7938,2025,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.3,11.2,12.9,22,303,4,6
7939,2025,Ford,F-150 Tremor 4X4,Pickup truck: Standard,5.0,8,AS10,X,15.2,11.9,13.7,21,322,3,5
7940,2025,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,16.6,13.1,15.0,19,353,3,6
7941,2025,Ford,F-150 Raptor R 4X4,Pickup truck: Standard,5.2,8,AS10,Z,22.8,15.9,19.7,14,460,1,4
7942,2025,Ford,Maverick AWD,Pickup truck: Small,2.0,4,A8,X,10.6,7.8,9.4,30,219,5,6
7943,2025,Ford,Maverick Lobo,Pickup truck: Small,2.0,4,AS8,X,11.2,7.8,9.7,29,227,5,6
7944,2025,Ford,Maverick Tremor AWD,Pickup truck: Small,2.0,4,AS8,X,11.2,8.7,10.1,28,237,5,6
7945,2025,Ford,Maverick Hybrid,Pickup truck: Small,2.5,4,AV,X,5.6,6.7,6.2,46,145,7,7
7946,2025,Ford,Mustang,Subcompact,2.3,4,A10,X,10.8,7.1,9.2,31,215,5,6
7947,2025,Ford,Mustang,Subcompact,5.0,8,AS10,X,15.7,10.4,13.3,21,313,4,4
7948,2025,Ford,Mustang,Subcompact,5.0,8,M6,X,16.1,10.8,13.7,21,322,3,4
7949,2025,Ford,Mustang Dark Horse,Subcompact,5.0,8,AS10,X,16.5,11.0,14.0,20,327,3,4
7950,2025,Ford,Mustang Dark Horse,Subcompact,5.0,8,M6,X,17.2,11.0,14.4,20,337,3,4
7951,2025,Ford,Mustang GTD,Subcompact,5.2,8,AM8,Z,23.5,13.9,19.2,15,451,1,4
7952,2025,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,12.2,9.0,10.7,26,252,5,6
7953,2025,Ford,Ranger 4WD,Pickup truck: Standard,2.7,6,AS10,X,12.7,10.1,11.5,25,270,4,5
7954,2025,Ford,Ranger Raptor 4WD,Pickup truck: Standard,3.0,6,AS10,X,14.9,12.8,14.0,20,326,3,5
7955,2025,Genesis,G70 AWD,Compact,2.5,4,AS8,Z,11.7,8.4,10.2,28,239,5,5
7956,2025,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.3,10.7,12.7,22,298,4,4
7957,2025,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,11.6,8.1,10.0,28,235,5,6
7958,2025,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,15.6,10.2,13.1,22,308,4,5
7959,2025,Genesis,G90,Full-size,3.5,6,AS8,Z,13.6,9.6,11.8,24,274,4,4
7960,2025,Genesis,GV70 AWD,Sport utility vehicle: Small,2.5,4,AS8,Z,11.8,9.0,10.6,27,248,5,4
7961,2025,Genesis,GV70 AWD,Sport utility vehicle: Small,3.5,6,AS8,Z,12.9,10.0,11.6,24,275,4,4
7962,2025,Genesis,GV80,Sport utility vehicle: Standard,3.5,6,AS8,Z,13.1,10.7,12.0,24,283,4,5
7963,2025,Genesis,GV80 AWD,Sport utility vehicle: Standard,2.5,4,AS8,Z,12.5,9.8,11.3,25,265,4,6
7964,2025,Genesis,GV80 AWD,Sport utility vehicle: Standard,3.5,6,AS8,Z,14.4,10.6,12.7,22,298,4,5
7965,2025,GMC,Acadia AWD,Sport utility vehicle: Standard,2.5,4,A8,X,12.3,9.9,11.2,25,262,4,5
7966,2025,GMC,Canyon,Pickup truck: Standard,2.7,4,A8,X,12.4,10.3,11.5,25,291,4,6
7967,2025,GMC,Canyon 4WD,Pickup truck: Standard,2.7,4,A8,X,13.6,11.0,12.4,23,303,4,6
7968,2025,GMC,Canyon AT4X 4WD,Pickup truck: Standard,2.7,4,A8,X,14.1,13.8,14.0,20,328,3,6
7969,2025,GMC,Canyon AT4X AEV 4WD,Pickup truck: Standard,2.7,4,A8,X,14.8,15.1,14.9,19,350,3,6
7970,2025,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,13.4,11.2,12.5,23,292,4,6
7971,2025,GMC,Sierra,Pickup truck: Standard,3.0,6,A10,D,10.0,8.3,9.3,30,249,5,4
7972,2025,GMC,Sierra,Pickup truck: Standard,5.3,8,A10,X,14.9,11.7,13.5,21,315,4,6
7973,2025,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,14.1,12.7,13.5,21,315,4,6
7974,2025,GMC,Sierra 4WD (With Sport Mode),Pickup truck: Standard,2.7,4,A8,X,14.2,12.9,13.6,21,320,3,6
7975,2025,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,X,14.7,13.8,14.3,20,335,3,6
7976,2025,GMC,Sierra 4WD,Pickup truck: Standard,3.0,6,A10,D,10.6,9.0,9.9,29,266,4,4
7977,2025,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,3.0,6,A10,D,11.1,10.0,10.6,27,285,4,4
7978,2025,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,15.4,12.6,14.2,20,332,3,6
7979,2025,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A10,X,15.2,12.2,13.9,20,326,3,4
7980,2025,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A10,E,21.3,16.6,19.2,15,318,3,4
7981,2025,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,X,15.7,13.2,14.6,19,342,3,6
7982,2025,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,16.0,12.1,14.3,20,335,3,5
7983,2025,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,Z,17.1,14.0,15.7,18,368,2,5
7984,2025,GMC,Sierra 4WD AT4X,Pickup truck: Standard,3.0,6,A10,D,12.2,12.0,12.1,23,326,3,4
7985,2025,GMC,Sierra 4WD AT4X,Pickup truck: Standard,6.2,8,A10,Z,17.1,14.7,16.0,18,377,2,5
7986,2025,GMC,Terrain,Sport utility vehicle: Small,1.5,4,AV,X,9.2,8.3,8.8,32,206,5,6
7987,2025,GMC,Terrain AWD,Sport utility vehicle: Small,1.5,4,A8,X,10.0,8.4,9.3,30,219,5,6
7988,2025,GMC,Yukon,Sport utility vehicle: Standard,5.3,8,A10,X,15.7,12.0,14.0,20,329,3,6
7989,2025,GMC,Yukon 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.5,9.7,10.7,26,287,4,4
7990,2025,GMC,Yukon 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,15.9,12.5,14.4,20,337,3,6
7991,2025,GMC,Yukon 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13.0,15.0,19,352,3,5
7992,2025,GMC,Yukon XL,Sport utility vehicle: Standard,5.3,8,A10,X,15.7,12.0,14.0,20,329,3,6
7993,2025,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.5,9.7,10.7,26,287,4,4
7994,2025,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,17.1,12.6,15.1,19,353,3,6
7995,2025,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13.0,15.0,19,352,3,5
7996,2025,Honda,Accord,Full-size,1.5,4,AV,X,8.1,6.4,7.3,39,171,6,6
7997,2025,Honda,Accord Hybrid Sport/Touring,Mid-size,2.0,4,AV,X,5.0,5.7,5.3,53,124,8,6
7998,2025,Honda,Civic Hatchback,Full-size,2.0,4,AV,X,7.7,6.1,7.0,40,164,7,6
7999,2025,Honda,Civic Hatchback Hybrid,Full-size,2.0,4,AV,X,4.8,5.4,5.0,56,119,8,6
8000,2025,Honda,Civic Sedan,Mid-size,2.0,4,AV,X,7.4,5.8,6.7,42,156,7,6
8001,2025,Honda,Civic Sedan,Mid-size,2.0,4,AV7,X,7.6,6.0,6.9,41,161,7,6
8002,2025,Honda,Civic Sedan Hybrid,Mid-size,2.0,4,AV,X,4.7,5.1,4.9,58,114,8,6
8003,2025,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.7,6.4,7.7,37,180,6,5
8004,2025,Honda,Civic Type R,Full-size,2.0,4,M6,Z,10.8,8.3,9.7,29,224,5,5
8005,2025,Honda,CR-V,Sport utility vehicle: Small,1.5,4,AV,X,8.4,7.1,7.8,36,181,6,6
8006,2025,Honda,CR-V AWD,Sport utility vehicle: Small,1.5,4,AV,X,9.1,7.6,8.4,34,197,6,5
8007,2025,Honda,CR-V Hybrid AWD,Sport utility vehicle: Small,2.0,4,AV,X,6.0,6.9,6.4,44,151,7,6
8008,2025,Honda,HR-V,Station wagon: Small,2.0,4,AV,X,9.1,7.4,8.3,34,194,6,6
8009,2025,Honda,HR-V AWD,Station wagon: Small,2.0,4,AV,X,9.4,7.8,8.7,32,203,5,6
8010,2025,Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248,5,4
8011,2025,Honda,Passport AWD,Sport utility vehicle: Small,3.5,6,AS9,X,12.5,9.8,11.3,25,265,4,4
8012,2025,Honda,Pilot AWD,Sport utility vehicle: Standard,3.5,6,AS10,X,12.4,9.3,11.0,26,258,4,6
8013,2025,Honda,Pilot AWD Touring/Elite/Black,Sport utility vehicle: Standard,3.5,6,AS10,X,12.7,9.4,11.2,25,262,4,6
8014,2025,Honda,Pilot AWD TrailSport,Sport utility vehicle: Standard,3.5,6,AS10,X,13.2,10.1,11.8,24,276,4,6
8015,2025,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,11.5,25,271,4,4
8016,2025,Honda,Ridgeline AWD TrailSport,Pickup truck: Standard,3.5,6,AS9,X,12.8,10.2,11.6,24,273,4,4
8017,2025,Hyundai,Elantra,Mid-size,1.6,4,AM7,X,8.3,6.8,7.6,37,179,6,4
8018,2025,Hyundai,Elantra,Mid-size,2.0,4,AV1,X,7.7,5.9,6.9,41,160,7,6
8019,2025,Hyundai,Elantra (Stop/Start),Mid-size,2.0,4,AV1,X,7.3,5.7,6.5,43,153,7,6
8020,2025,Hyundai,Elantra Hybrid,Mid-size,1.6,4,AM6,X,4.8,4.5,4.7,60,110,8,6
8021,2025,Hyundai,Elantra N,Mid-size,2.0,4,AM8,Z,11.8,8.6,10.4,27,244,5,2
8022,2025,Hyundai,Elantra N,Mid-size,2.0,4,M6,Z,11.0,8.1,9.7,29,227,5,2
8023,2025,Hyundai,Kona,Sport utility vehicle: Small,2.0,4,AV1,X,8.4,6.7,7.6,37,179,6,6
8024,2025,Hyundai,Kona (Stop/Start),Sport utility vehicle: Small,2.0,4,AV1,X,8.1,6.8,7.5,38,177,6,6
8025,2025,Hyundai,Kona AWD,Sport utility vehicle: Small,1.6,4,AS8,X,9.6,8.2,9.0,31,212,5,6
8026,2025,Hyundai,Kona AWD,Sport utility vehicle: Small,2.0,4,AV1,X,9.0,8.1,8.6,33,201,6,6
8027,2025,Hyundai,Kona AWD (Stop/Start),Sport utility vehicle: Small,2.0,4,AV1,X,8.8,8.1,8.5,33,198,6,6
8028,2025,Hyundai,Palisade AWD,Sport utility vehicle: Small,3.8,6,AS8,X,12.2,9.7,11.1,25,261,4,5
8029,2025,Hyundai,Santa Cruz AWD,Sport utility vehicle: Small,2.5,4,AM8,X,12.4,8.5,10.7,26,251,5,6
8030,2025,Hyundai,Santa Cruz AWD XRT,Sport utility vehicle: Small,2.5,4,AM8,X,12.8,8.9,11.1,25,260,4,6
8031,2025,Hyundai,Santa Fe AWD,Sport utility vehicle: Small,2.5,4,AM8,X,12.1,8.8,10.6,27,249,5,6
8032,2025,Hyundai,Santa Fe AWD XRT,Sport utility vehicle: Small,2.5,4,AM8,X,12.2,9.1,10.8,26,254,5,6
8033,2025,Hyundai,Santa Fe Hybrid AWD,Sport utility vehicle: Small,1.6,4,AM6,X,6.8,6.9,6.9,41,161,7,6
8034,2025,Hyundai,Sonata,Full-size,2.5,4,AM8,X,10.1,7.3,8.8,32,207,5,4
8035,2025,Hyundai,Sonata,Full-size,2.5,4,AS8,X,9.6,6.5,8.2,34,193,6,6
8036,2025,Hyundai,Sonata AWD,Full-size,2.5,4,AS8,X,9.9,7.0,8.6,33,203,5,6
8037,2025,Hyundai,Sonata Hybrid,Full-size,2.0,4,AM6,X,5.3,4.6,5.0,56,117,8,6
8038,2025,Hyundai,Tucson AWD,Sport utility vehicle: Small,2.5,4,AS8,X,9.7,7.7,8.8,32,207,5,6
8039,2025,Hyundai,Tucson Hybrid,Sport utility vehicle: Small,1.6,4,AM6,X,6.7,6.7,6.7,42,157,7,6
8040,2025,Hyundai,Venue,Sport utility vehicle: Small,1.6,4,AV1,X,7.9,6.9,7.5,38,177,6,4
8041,2025,Infiniti,QX50 AWD,Sport utility vehicle: Small,2.0,4,AV8,Z,10.8,8.3,9.7,29,228,5,5
8042,2025,Infiniti,QX55 AWD,Sport utility vehicle: Small,2.0,4,AV8,Z,10.4,8.3,9.4,30,222,5,5
8043,2025,Infiniti,QX60 AWD,Sport utility vehicle: Standard,2.0,4,AS9,Z,10.9,8.8,10.0,28,235,5,5
8044,2025,Infiniti,QX80 4WD,Sport utility vehicle: Standard,3.5,6,AS9,Z,15.1,12.2,13.8,20,324,3,5
8045,2025,Jaguar,F-Pace P250,Sport utility vehicle: Small,2.0,4,AS8,Z,10.8,8.8,9.9,29,234,5,6
8046,2025,Jaguar,F-Pace P400,Sport utility vehicle: Small,3.0,6,AS8,Z,12.6,9.4,11.1,25,261,4,6
8047,2025,Jaguar,F-Pace P550 SVR,Sport utility vehicle: Small,5.0,8,AS8,Z,15.7,11.4,13.8,20,322,3,2
8048,2025,Jeep,Compass 4X4,Sport utility vehicle: Small,2.0,4,A8,X,9.9,7.4,8.8,32,205,5,6
8049,2025,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,12.3,23,290,4,6
8050,2025,Jeep,Grand Cherokee 4X4,Sport utility vehicle: Standard,3.6,6,A8,X,12.3,9.2,10.9,26,256,5,6
8051,2025,Jeep,Grand Cherokee L 4X4,Sport utility vehicle: Standard,3.6,6,A8,X,13.0,9.4,11.3,25,266,4,6
8052,2025,Jeep,Grand Wagoneer 4X4 (High Output),Sport utility vehicle: Standard,3.0,6,A8,Z,16.3,11.8,14.3,20,334,3,6
8053,2025,Jeep,Grand Wagoneer L 4X4 (High Output),Sport utility vehicle: Standard,3.0,6,A8,Z,16.3,11.8,14.3,20,334,3,6
8054,2025,Jeep,Wagoneer 4X4,Sport utility vehicle: Standard,3.0,6,A8,X,14.5,10.1,12.5,23,293,4,6
8055,2025,Jeep,Wagoneer L 4X4,Sport utility vehicle: Standard,3.0,6,A8,X,14.5,10.4,12.7,22,297,4,6
8056,2025,Jeep,Wrangler JL 4X4,Sport utility vehicle: Small,2.0,4,A8,X,11.6,10.2,11.0,26,258,4,6
8057,2025,Jeep,Wrangler JL 4X4,Sport utility vehicle: Small,3.6,6,M6,X,13.9,10.2,12.2,23,287,4,6
8058,2025,Jeep,Wrangler JL Unlimited 4X4,Sport utility vehicle: Small,2.0,4,A8,X,11.9,10.5,11.3,25,265,4,6
8059,2025,Jeep,Wrangler JL Unlimited 4X4,Sport utility vehicle: Small,3.6,6,A8,X,13.4,10.1,11.9,24,280,4,6
8060,2025,Jeep,Wrangler JL Unlimited 4X4,Sport utility vehicle: Small,3.6,6,M6,X,14.3,10.5,12.6,22,296,4,6
8061,2025,Kia,Carnival,Minivan,3.5,6,AS8,X,12.9,8.8,11.1,25,260,4,5
8062,2025,Kia,Carnival Hybrid,Minivan,1.6,4,AM6,X,6.9,7.6,7.2,39,170,6,6
8063,2025,Kia,K4,Mid-size,1.6,4,AS8,X,9.2,6.6,8.0,35,188,6,6
8064,2025,Kia,K4,Mid-size,2.0,4,AV1,X,8.4,6.0,7.3,39,172,6,6
8065,2025,Kia,K4 (Without DMS),Mid-size,2.0,4,AV1,X,7.9,5.8,7.0,40,164,7,6
8066,2025,Kia,Niro,Sport utility vehicle: Small,1.6,4,AM6,X,4.5,5.2,4.8,59,112,8,6
8067,2025,Kia,Niro FE,Sport utility vehicle: Small,1.6,4,AM6,X,4.5,4.4,4.4,64,104,8,6
8068,2025,Kia,Seltos,Sport utility vehicle: Small,2.0,4,AV8,X,8.3,6.8,7.6,37,179,6,6
8069,2025,Kia,Seltos AWD,Sport utility vehicle: Small,1.6,4,AS8,X,9.7,8.6,9.2,31,217,5,6
8070,2025,Kia,Seltos AWD,Sport utility vehicle: Small,2.0,4,AV8,X,8.8,7.5,8.2,34,192,6,6
8071,2025,Kia,Sorento AWD,Sport utility vehicle: Small,2.5,4,AM8,X,11.5,8.7,10.3,27,241,5,6
8072,2025,Kia,Sorento AWD,Sport utility vehicle: Small,2.5,4,AS8,X,10.2,8.5,9.4,30,222,5,6
8073,2025,Kia,Sorento Hybrid AWD,Sport utility vehicle: Small,1.6,4,AS6,X,7.0,6.9,7.0,40,163,7,6
8074,2025,Kia,Soul,Station wagon: Small,2.0,4,AV,X,8.5,7.0,7.9,36,187,6,6
8075,2025,Kia,Sportage,Sport utility vehicle: Small,2.5,4,AS8,X,9.3,7.1,8.3,34,195,6,6
8076,2025,Kia,Sportage AWD,Sport utility vehicle: Small,2.5,4,AS8,X,10.1,8.7,9.4,30,222,5,6
8077,2025,Kia,Sportage Hybrid AWD,Sport utility vehicle: Small,1.6,4,AM6,X,6.1,6.3,6.2,46,145,7,6
8078,2025,Kia,Telluride AWD,Sport utility vehicle: Small,3.8,6,AS8,X,13.1,10.0,11.7,24,275,4,5
8079,2025,Land Rover,Defender 90 P300,Sport utility vehicle: Standard,2.0,4,AS8,Z,13.1,11.4,12.3,23,289,4,6
